97 4981 21930
0 0     -1.953203e+02 2.932961e+01
1 225     2.963549e+02 -1.747215e+02
1 226     6.848883e+01 4.408723e+02
1 227     -1.815353e+02 2.660699e+01
1 228     -1.027649e+02 9.721887e+01
1 229     2.421535e+02 -7.579944e+01
1 230     -1.414165e+02 7.257196e+01
1 231     1.227455e+02 1.358184e+02
1 232     -2.964688e+01 1.324736e+02
1 233     1.060272e+01 1.276353e+02
1 234     1.633084e+02 1.278602e+02
1 235     -6.663333e+01 1.252268e+02
1 236     9.032239e+01 1.256928e+02
1 237     -1.773206e+02 1.051195e+02
1 238     2.664439e+02 9.708862e+01
1 239     1.108853e+02 9.358875e+01
1 240     -8.817099e+01 -1.248346e+01
1 241     3.429565e+00 6.021082e+01
1 242     -8.891699e+01 5.774951e+01
1 243     -1.103302e+01 4.807867e+01
1 244     -1.093579e+02 1.590717e+01
1 245     -9.003357e+01 8.593628e+00
1 246     2.648246e+02 -8.539368e+00
1 247     -7.052982e+01 1.069031e+00
1 248     1.800587e+02 -3.694092e+00
1 249     1.446498e+02 3.541805e+02
1 250     1.014678e+02 2.926302e+02
1 251     1.734454e+02 2.301181e+02
1 252     -7.604379e+01 1.393633e+02
1 253     -4.445904e+02 -5.676343e+02
1 254     5.068286e+01 5.346944e+02
1 255     8.139551e+01 5.275546e+02
1 256     -2.506641e+01 4.020027e+02
1 257     1.275319e+02 3.639842e+02
1 258     4.955261e+01 2.966915e+02
1 259     -3.812653e+01 2.725798e+02
1 260     1.790475e+01 2.496203e+02
1 261     -2.519009e+01 2.359347e+02
1 262     -1.127646e+02 2.280757e+02
1 263     1.722596e+02 2.146564e+02
1 264     8.536450e+01 2.113057e+02
1 265     1.997474e+02 2.112450e+02
1 266     -3.649078e+00 2.055282e+02
1 267     9.695416e+01 1.982350e+02
1 268     1.892369e+02 1.962005e+02
1 269     -3.396210e+01 1.483461e+02
1 270     3.280418e+02 -3.575230e+02
1 271     3.924708e+02 -3.669274e+02
1 272     1.902604e+02 -2.201797e+02
1 273     -2.316464e+02 -5.664136e+01
1 274     -2.203831e+02 -7.201630e+01
1 275     -1.432898e+02 -8.398932e+01
1 276     2.144654e+02 -8.624445e+01
1 277     -1.545276e+01 -9.132684e+01
1 278     -1.146950e+02 -9.404620e+01
1 279     -5.224277e+01 -2.439397e+02
1 280     9.343713e+01 -2.754642e+02
1 281     3.743591e-01 -2.776448e+02
1 282     2.222126e+02 -2.843448e+02
1 283     -1.236813e+02 -2.905009e+02
1 284     1.544211e+01 -2.934575e+02
1 285     -1.784486e+02 -2.954821e+02
1 286     2.644052e+02 -2.960457e+02
1 287     -1.617591e+02 -3.008699e+02
1 288     1.251970e+02 1.512891e+02
1 289     1.227809e+02 2.420072e+02
1 290     -9.843546e+01 2.397686e+02
1 291     -4.992773e+01 2.271159e+02
1 292     -5.860748e+00 2.255830e+02
1 293     1.423307e+02 2.212505e+02
1 294     -4.119110e+01 2.137748e+02
1 295     -7.376297e+01 2.078969e+02
1 296     1.046310e+02 1.864382e+02
1 297     2.760861e+02 1.660500e+02
1 298     -1.668229e+02 1.539776e+02
1 299     1.860885e+02 2.504887e+02
1 300     1.911284e+02 1.373770e+02
1 301     -1.210201e+02 1.373155e+02
1 302     -9.480896e+00 1.220709e+02
1 303     -6.593610e+01 1.092211e+02
1 304     1.301586e+02 9.647211e+01
1 305     -6.853271e+00 4.458455e+02
1 306     4.103992e+01 4.285084e+02
1 307     -6.377081e+01 4.053982e+02
1 308     1.003580e+02 3.901331e+02
1 309     -2.519559e+01 3.851690e+02
1 310     -6.946207e+01 3.803150e+02
1 311     1.559195e+02 3.730100e+02
1 312     3.036499e-02 3.294873e+02
1 313     5.766382e+01 3.249825e+02
1 314     1.348331e+02 3.249378e+02
1 315     3.083526e+02 8.317975e+01
1 316     1.166203e+02 2.976247e+02
1 317     2.274683e+01 2.958731e+02
1 318     7.769128e+01 2.945125e+02
1 319     -7.809891e+01 2.857071e+02
1 320     -2.641800e+01 2.856921e+02
1 321     6.079254e+01 2.854161e+02
1 322     -1.018743e+02 2.777049e+02
1 323     1.643316e+02 2.668956e+02
1 324     4.132056e+01 2.575923e+02
1 325     -1.522582e+02 -3.135157e+02
1 326     3.313401e+02 -3.109134e+02
1 327     -2.366187e+02 -3.399788e+02
1 328     3.420631e+02 -3.775813e+02
1 329     1.007581e+02 -3.889244e+02
1 330     3.224294e+02 -3.940820e+02
1 331     -1.270492e+02 5.211554e+01
1 332     -1.292628e+02 -8.403522e+01
1 333     3.141454e+02 -1.065938e+02
1 334     -1.990455e+02 -1.179719e+02
1 335     -2.120701e+02 -1.256554e+02
1 336     3.535608e+01 -1.293394e+02
1 337     5.438416e+01 -1.286697e+02
1 338     2.403473e+00 -1.315317e+02
1 339     -1.846109e+02 -1.644725e+02
1 340     1.935781e+02 -2.488124e+02
1 341     -6.998352e+00 3.992961e+02
1 342     2.659771e+02 -2.624004e+02
1 343     7.691241e+01 3.201878e+02
1 344     2.204099e+01 -4.651276e+01
1 345     2.501889e+01 4.978134e+02
1 346     1.590149e+01 5.540929e+02
1 347     -1.331082e+02 -6.068669e+02
1 348     1.936110e+02 3.103357e+02
1 349     3.011319e+01 3.076244e+02
1 350     -3.651758e+01 3.899498e+02
1 351     -1.089026e+02 2.883955e+02
1 352     1.985877e+02 2.854992e+02
1 353     -8.772842e+01 2.772506e+02
1 354     4.652997e+01 3.098497e+02
1 355     -1.133361e+02 2.704913e+02
1 356     1.893224e+02 2.634100e+02
1 357     -7.164819e+01 2.586193e+02
1 358     -1.119028e+02 2.526139e+02
1 359     -1.852310e+01 2.205509e+02
1 360     1.288760e+02 2.204193e+02
1 361     1.208328e+02 2.116090e+02
1 362     -1.016187e+02 2.029478e+02
1 363     1.562722e+02 2.021052e+02
1 364     1.466420e+02 1.957303e+02
1 365     -1.166739e+01 1.897841e+02
1 366     3.520325e+00 4.069822e+02
1 367     5.667487e+01 5.598138e+02
1 368     6.387964e+01 5.317971e+02
1 369     4.831714e+01 4.617281e+02
1 370     9.199957e+01 4.328738e+02
1 371     -3.396536e+01 4.279617e+02
1 372     -2.237698e+01 4.239087e+02
1 373     1.524158e+02 4.149953e+02
1 374     1.780223e+02 3.169801e+02
1 375     4.837622e+01 4.076182e+02
1 376     1.283617e+02 4.057394e+02
1 377     8.247852e+01 4.032233e+02
1 378     2.830233e+02 -1.056850e+02
1 379     1.442197e+02 3.846178e+02
1 380     1.596113e+02 3.693392e+02
1 381     -6.598474e+01 3.436591e+02
1 382     -3.744876e+01 3.252002e+02
1 383     3.153381e+00 3.178130e+02
1 384     -4.559149e+01 -1.884705e+01
1 385     2.804721e+02 -8.631976e+01
1 386     1.785202e+02 2.308868e+01
1 387     -1.645385e+02 -2.117212e+01
1 388     2.745298e+02 -3.055920e+01
1 389     2.056842e+01 -5.021185e+01
1 390     3.188163e+02 -5.348480e+01
1 391     3.286390e+02 -7.113269e+01
1 392     3.144687e+01 5.612048e+02
1 393     -1.437198e+02 9.322516e+01
1 394     2.291464e+02 1.759525e+02
1 395     2.611306e+02 1.694748e+02
1 396     1.766882e+02 1.636117e+02
1 397     -1.404618e+02 1.446631e+02
1 398     1.508039e+02 1.449912e+02
1 399     2.966049e+02 9.604895e+01
1 400     -1.914039e+02 9.341913e+01
1 401     2.118827e+02 1.760012e+02
1 402     5.071655e+01 8.988721e+01
1 403     7.612115e+01 8.950360e+01
1 404     -1.319174e+02 8.769287e+01
1 405     4.978662e+01 -2.607354e+02
1 406     2.741014e+02 -2.723558e+02
1 407     3.542380e+02 -3.106938e+02
1 408     9.582788e+01 -3.743260e+02
1 409     2.094298e+02 -3.925010e+02
1 410     1.887936e+01 -1.744374e+02
1 411     2.015654e+02 -1.498499e+02
1 412     1.841683e+02 -1.530385e+02
1 413     -1.212542e+02 -1.537907e+02
1 414     3.049355e+02 -1.541911e+02
1 415     -1.032164e+02 -1.557181e+02
1 416     2.005951e+02 -2.081920e+02
1 417     -2.186616e+02 -2.107747e+02
1 418     -9.958310e+01 -2.128542e+02
1 419     -9.171207e+01 -2.223705e+02
1 420     -2.191333e+02 -2.435055e+02
1 421     2.321101e+02 -1.276779e+02
1 422     1.845831e+02 -1.323639e+02
1 423     1.064464e+02 4.297697e+02
1 424     -9.098108e+01 -1.247942e+02
1 425     -1.432600e+02 1.621725e+02
2 426     -2.884297e+01 -9.792267e+01
2 427     -1.510713e+02 -1.327837e+02
2 137     2.570154e+01 -1.574930e+02
2 428     8.021124e+01 -1.194224e+02
2 429     2.584714e+01 5.260028e+01
2 430     -8.828633e+01 -1.603727e+02
2 431     -3.577116e+01 2.210656e+02
2 156     8.602362e+01 -2.354432e+02
2 432     5.208282e+01 -6.299081e+01
2 73     -2.368452e+01 7.043539e+01
2 41     -2.054398e+00 1.430728e+01
2 433     -1.412938e+02 -5.479306e+01
2 434     -3.801704e+01 -5.530341e+01
2 57     -6.017433e+01 -1.016306e+02
2 435     -4.462906e+00 -9.980768e+01
2 436     -2.839311e+01 -2.180604e+02
2 437     -9.605458e+01 -2.983060e+02
2 438     -1.947252e+02 -1.478295e+02
2 439     2.495734e+01 -7.841959e+01
2 440     -1.133872e+02 -7.372189e+01
2 441     4.313733e+01 1.530298e+01
2 442     7.384131e+01 2.552109e+01
2 443     -7.469127e+01 3.354144e+01
2 444     -7.614786e+01 8.340567e+01
2 71     -5.519655e+01 1.556349e+02
2 74     -3.838068e+01 4.019766e+01
2 445     -2.541783e+01 1.473339e+02
2 113     -8.134338e+00 8.720798e+01
2 446     -1.641971e+02 -2.296835e+01
2 447     -2.184206e+02 -8.048199e+01
2 163     -3.310416e+01 -8.401669e+01
2 448     -2.188025e+02 -1.065695e+02
2 449     -9.175816e+01 -8.945529e+01
2 450     7.825430e+01 -2.970507e+02
2 177     -5.514140e+01 -2.379999e+02
2 451     -9.712769e+00 -1.827473e+02
2 452     -2.999992e+01 -1.632654e+02
2 453     -1.883089e+02 -8.076508e+00
2 454     -1.710091e+02 -8.981943e+01
2 455     4.795694e+01 -8.933203e+01
2 456     -1.656681e+02 -4.967685e+01
2 457     3.106787e+01 -4.082410e+01
2 260     -5.317451e+01 -3.081491e+01
2 206     -1.790649e+00 -2.401630e+01
2 458     -1.023150e+02 4.767776e+01
2 459     -6.142090e+01 5.098721e+01
2 460     5.849020e+01 7.540965e+01
2 461     -1.138695e+02 1.048863e+02
2 462     4.258694e+01 1.160625e+02
2 463     -5.816968e+01 1.182046e+02
2 464     -3.353064e+01 2.075436e+02
2 241     -5.138528e+01 -1.661366e+02
2 465     -2.065218e+02 -1.486852e+02
2 466     7.755753e+00 -1.157892e+02
2 467     7.153668e+01 -1.724789e+02
2 468     -8.392599e+01 -1.107297e+02
2 469     -2.007416e+00 -2.361646e+02
2 470     1.556316e+01 -2.706874e+02
2 471     -7.626549e+01 -1.841408e+02
2 171     4.108783e+01 -1.805590e+02
2 472     1.215318e+01 -1.784030e+02
2 473     -1.448783e+02 -1.768902e+02
2 474     1.061512e+02 -1.685011e+02
2 475     -2.321441e+02 -1.666822e+02
2 476     -1.407260e+02 -1.516746e+02
2 477     -6.173192e+01 -1.506931e+02
2 160     -6.020004e+00 -1.460789e+02
2 478     -7.030508e+01 -9.302417e+01
2 479     5.430402e+01 -1.304896e+02
2 480     -2.030662e+02 -1.172766e+02
2 481     1.035010e+02 -9.571619e+01
2 252     -1.081031e+02 -1.006985e+02
2 482     2.025964e+01 -1.015416e+02
2 483     -1.091321e+02 -1.177383e+02
2 484     -1.815381e+01 -1.265747e+02
2 485     -3.660454e+01 -1.204955e+02
2 486     3.804324e+01 -1.199108e+02
2 203     -4.723236e+00 -4.510080e+01
2 487     7.944968e+01 -8.485065e+01
2 488     -1.540398e+02 -8.283884e+01
2 365     -7.095186e+01 -7.525876e+01
2 489     -1.662206e+02 -7.234412e+01
2 490     3.357178e+00 -6.512231e+01
2 266     -6.092097e+01 -6.231274e+01
2 491     7.613275e+01 -6.038605e+01
2 268     5.856625e+01 -5.455084e+01
2 492     -1.898151e+02 -5.030420e+01
2 493     3.874564e+01 -1.946871e+02
2 494     -7.521010e+01 -1.232339e+02
2 495     -3.378062e+01 -2.979357e+02
2 496     4.329556e+01 -2.921845e+02
2 497     9.960080e+01 -2.709699e+02
2 276     7.873590e+01 -2.453354e+02
2 498     -1.753856e+02 -2.078260e+02
2 499     -5.133696e+01 -1.278380e+02
2 500     -2.278998e+02 -1.938707e+02
2 501     -2.005100e+02 -1.855521e+02
2 502     -1.737102e+02 -1.823601e+02
2 503     1.211260e+02 -1.803043e+02
2 504     -2.014652e+02 -1.663886e+02
2 404     -1.375907e+02 -1.351137e+02
2 505     -1.858463e+02 -1.297697e+02
2 506     -7.840392e+01 -1.370239e+01
2 507     -1.782822e+02 -3.062075e+02
2 508     -2.258341e+02 -3.434869e+01
2 509     -7.047086e+01 2.551497e+02
2 212     -5.218568e+01 2.225798e+02
2 510     -2.233051e+01 1.207005e+02
2 511     -3.806136e+01 2.137131e+01
2 209     -1.259336e+02 5.631790e+01
2 512     6.081573e+01 5.742880e+01
2 513     -9.581451e+00 1.630143e+02
2 514     -8.676686e+01 6.404417e+01
2 515     -3.896069e+01 6.571851e+01
2 379     3.084650e+01 8.261827e+01
2 516     -4.092709e+01 8.662080e+01
2 517     4.221878e+01 9.478520e+01
2 518     -1.852360e+02 -1.023293e+02
2 519     -2.423538e+01 3.562256e+00
2 520     4.890170e+01 3.351227e+00
2 521     5.477310e+01 -8.789093e+00
2 522     1.235107e+01 -3.384717e+01
2 523     -2.016323e+02 -3.996161e+01
2 524     -1.798164e+02 -4.134097e+01
2 525     -2.229610e+01 -4.236411e+01
2 526     -6.405099e+01 -4.586292e+01
2 527     -7.983884e+01 -4.677710e+01
2 264     -8.946228e+00 -5.872150e+01
2 528     -2.317872e+02 -7.765042e+01
2 529     -9.081471e+01 -8.101227e+01
2 530     -1.281807e+02 3.805664e+00
2 531     7.970871e+01 9.687805e+00
2 381     -1.052782e+02 4.780209e+01
2 532     -7.889833e+01 5.207800e+01
2 533     -4.752888e+01 1.382948e+02
2 534     -2.185829e+01 1.581488e+02
2 535     -2.317050e+01 1.933033e+02
2 536     -6.080952e+01 -4.967957e-01
2 537     -4.618346e+01 2.457692e+02
2 538     6.504196e+01 -1.217742e+02
2 148     -3.230209e+00 -2.868472e+02
2 194     -1.264666e+02 -1.729909e+02
2 539     1.257213e+01 -2.056844e+02
2 540     -7.517023e+01 -2.004071e+02
2 541     -4.187892e+01 -1.990619e+02
2 542     -1.552376e+01 -1.967924e+02
2 543     5.249380e+01 -1.917624e+02
2 544     2.507867e+01 -1.918434e+02
2 545     -5.592590e+00 -1.270086e+02
2 546     -1.032113e+02 -1.295709e+02
2 302     -6.518344e+01 -1.308271e+02
2 547     3.204803e+01 -1.302349e+02
2 548     8.745193e+00 -1.460804e+02
2 549     -1.816374e+01 -1.496116e+02
2 550     -4.590691e+01 -1.520341e+02
2 193     7.064926e+01 -1.580400e+02
2 551     -1.132785e+02 -1.646076e+02
2 243     -6.376147e+01 -1.745495e+02
2 552     9.608875e+01 -1.108311e+02
2 553     -7.582115e+01 -1.523341e+02
2 554     -8.103888e+01 7.866821e-01
2 555     -4.482620e+01 5.409595e+01
2 556     -8.945378e+01 3.323068e+01
2 557     -1.328052e+02 3.162903e+01
2 558     5.142227e+00 3.106284e+01
2 559     2.898026e+01 2.417957e+01
2 560     -1.348801e+02 1.400333e+01
2 561     -8.232552e+01 1.069672e+01
2 562     2.048892e+01 8.785156e+00
2 563     -1.075972e+02 3.691010e+00
2 564     1.399052e+01 3.076172e-02
2 323     4.128012e+01 -4.117218e+00
2 565     -1.699052e+02 -1.335034e+01
2 566     5.779010e+01 -1.864215e+01
2 567     -1.917694e+02 -3.000018e+01
2 568     -8.855829e+01 -3.987643e+01
2 569     5.844571e+01 -4.016901e+01
2 570     4.197070e+01 -4.596402e+01
2 571     -1.083871e+02 -5.758234e+01
2 572     -1.974260e+02 -5.914658e+01
2 573     1.792355e+01 -6.515393e+01
2 574     -6.579480e+01 2.454836e+02
2 575     -5.516998e+01 2.177435e+02
2 576     -4.462511e+01 2.145794e+02
2 577     -1.424559e+01 6.402196e+01
2 578     -4.743030e+01 1.861498e+02
2 579     -3.898407e+01 1.808902e+02
2 580     3.477249e+00 1.210799e+02
2 581     -9.459462e+01 9.001422e+01
2 582     5.201849e+01 9.073381e+01
2 583     -4.015884e+00 7.104001e+01
2 584     1.066479e+02 -1.941862e+02
2 585     -6.269351e+01 -2.121194e+02
2 586     -1.329454e+01 -2.333531e+02
2 587     -4.260170e+01 -2.511427e+02
2 588     9.187500e+01 -2.557526e+02
2 589     6.762833e+00 -2.588937e+02
2 303     -9.924406e+01 -1.399174e+02
2 590     -1.928461e+02 -6.912906e+01
2 591     -9.129137e+01 -7.064117e+01
2 592     6.964365e+01 -7.134805e+01
2 593     -1.091262e+02 -7.623770e+01
2 594     -1.421182e+01 -1.205619e+02
2 595     9.034091e+01 -1.202567e+02
2 596     9.248914e+01 -1.288533e+02
2 597     4.193536e+01 -1.313907e+02
2 598     6.039462e+01 -1.327143e+02
2 599     -1.251804e+02 -1.367180e+02
2 600     -1.253739e+02 -1.460442e+02
2 601     4.257330e+01 -1.470066e+02
2 602     -1.797912e+02 -1.556431e+02
2 603     -3.076015e+01 -1.570903e+02
2 604     -1.062942e+02 -1.583315e+02
2 605     9.437100e+01 -1.581629e+02
2 606     -6.503311e+01 -1.610117e+02
2 607     5.702551e+01 -1.619576e+02
2 608     -1.648468e+02 -1.653237e+02
2 609     -2.792998e+01 2.438070e+02
2 610     -2.048996e+01 2.371438e+02
2 611     9.792041e+01 -1.155457e+02
2 612     -1.373863e+02 -1.233737e+02
2 613     -3.007596e+01 2.014407e+02
2 614     -5.003616e+01 1.727883e+02
2 615     -2.973389e+00 1.452659e+02
2 616     -4.096930e+01 9.926706e+01
2 617     1.030090e+01 9.257231e+01
2 618     1.688461e+01 8.788704e+01
2 619     1.917966e+01 -1.811273e+02
2 620     -2.292393e+01 -2.028172e+02
2 621     5.847284e+01 -1.949565e+02
2 622     9.363556e-01 -1.920164e+02
2 623     -8.278006e+01 -1.875366e+02
