317 13294 71055
0 0     -3.466554e+02 5.772121e+01
0 53     1.307089e+02 -1.176819e+00
0 54     1.545839e+02 -6.127014e-01
0 55     4.368103e+01 2.963562e+00
0 56     2.537280e+01 2.649109e+00
0 57     -2.040349e+02 6.821167e+00
0 58     4.277078e+01 1.213120e+01
0 59     1.506302e+02 2.664021e+02
0 60     1.667045e+02 2.717049e+02
0 61     1.837228e+02 2.247654e+02
0 62     1.394827e+02 2.177017e+02
0 63     -1.387025e+02 -1.419888e+02
0 64     1.259851e+02 -5.681287e+01
0 65     1.185465e+02 -7.944412e+01
0 66     3.484219e+01 -3.983698e+01
0 67     -3.893769e+02 -3.681601e+01
0 68     -3.707188e+02 -2.797797e+01
0 69     1.930811e+02 -2.488434e+01
0 70     -3.788359e+02 -1.040469e+02
1 71     1.769810e+02 -1.467772e+02
1 72     3.839155e+02 8.992807e+01
1 73     2.572308e+02 9.014265e+01
1 74     -2.908297e+02 7.487830e+01
1 75     3.338218e+02 -1.873632e+02
1 76     1.971885e+02 1.099314e+02
1 77     1.466933e+02 7.161057e+01
1 78     8.580017e+01 4.478159e+01
1 79     3.111764e+02 2.116888e+01
1 80     2.314994e+02 -6.375473e+01
1 81     -2.356562e+02 -2.002139e+02
1 82     -4.122942e+02 -3.270493e+01
1 83     -3.455192e+02 1.186301e+01
1 84     3.078322e+02 2.152347e+02
1 85     -2.164322e+02 1.721427e+02
1 86     -2.891264e+02 1.356024e+02
1 87     -4.043176e+02 2.464041e+01
1 88     8.590686e+01 -6.731537e+00
1 89     4.625818e+02 -2.021109e+01
1 90     1.861037e+02 -9.178101e+01
1 91     1.291885e+02 -1.141848e+02
1 92     -3.763022e+02 -1.853649e+02
1 93     -1.796947e+02 -1.890455e+02
1 94     2.804666e+02 -4.918457e+01
1 95     2.263465e+02 1.158795e+01
1 96     1.463385e+02 1.194233e+02
1 97     2.689605e+02 1.703814e+02
1 98     2.640551e+02 -9.245770e+01
1 99     -1.719641e+01 -8.488397e+01
1 100     2.050405e+02 -1.255381e+02
1 101     9.097217e+01 -1.396470e+02
1 102     3.015363e+02 -8.689774e+01
1 103     4.160427e+02 -8.085428e+01
1 104     -4.832463e+02 -5.296851e+01
1 105     3.717993e+01 -3.967944e+01
1 106     -3.115107e+02 -3.458981e+01
1 107     -3.019238e+02 -2.069977e+00
1 108     4.055738e+02 7.626984e+00
1 109     2.600175e+02 1.196249e+01
1 110     4.260908e+02 2.729416e+01
1 111     3.363973e+02 1.027633e+02
1 112     3.149841e+02 1.302533e+02
1 113     -1.920005e+02 -8.992325e+01
1 114     3.168596e+02 -2.603996e+02
1 115     -1.484937e+02 -9.150955e+01
1 116     -2.966348e+02 -1.009751e+02
1 117     -3.310162e+02 -1.003199e+02
1 118     2.244156e+02 -9.662750e+01
1 119     -7.593494e+01 -1.238766e+01
1 120     -1.379696e+02 -7.777771e+00
1 121     4.632267e+02 -5.259930e+01
1 122     9.038873e+01 -4.415512e+01
1 123     1.248365e+02 -2.775784e+01
1 124     -1.820237e+02 -2.347348e+01
1 125     3.961600e+02 -1.607812e+01
1 126     -1.574948e+01 -1.416046e+01
1 127     4.769957e+02 1.909366e+01
1 128     -8.322144e+01 1.954861e+01
1 129     4.247859e+02 8.057953e+01
1 130     3.169786e+02 8.574487e+01
1 131     -2.121697e+02 8.662650e+01
1 132     3.603141e+02 1.251220e+02
1 133     -3.119035e+02 -2.012368e+02
1 134     2.064505e+02 -5.723398e+01
1 135     1.074106e+02 -2.446420e+02
1 136     4.064645e+02 5.272147e+01
1 137     2.745789e+02 -1.899750e+02
1 138     3.492239e+02 -1.861263e+02
1 139     1.976274e+02 -8.014102e+01
1 140     -2.500991e+02 -6.444000e+01
1 141     -4.227087e+02 -7.736676e+01
1 142     4.545247e+02 -7.644748e+01
1 143     -3.066498e+02 -1.607213e+02
1 144     3.411993e+02 -8.192368e+01
1 145     -2.336712e+02 -8.899158e+01
1 146     -2.714302e+02 -9.204422e+01
1 147     -5.445770e+01 -1.004726e+02
1 148     -1.246825e+02 -1.125000e+02
1 149     -2.544469e+02 3.322424e+01
1 150     1.207125e+02 7.285748e+01
1 10     -1.337080e+02 7.182950e+01
1 151     1.919832e+02 7.187842e+01
1 152     1.551861e+02 6.136816e+01
1 153     3.206330e+02 5.138251e+01
1 154     4.364168e+02 4.866736e+01
1 155     -3.262209e+02 4.662054e+01
1 156     3.053486e+02 3.702176e+01
1 157     3.870731e+02 3.178619e+01
1 158     -2.780409e+02 2.294983e+01
1 159     -6.269510e+01 2.324719e+01
1 160     8.302887e+01 2.505280e+01
1 161     4.270729e+02 2.001425e+01
1 162     8.412836e+01 7.827759e+00
1 163     -2.007187e+02 1.389391e+02
1 164     2.326726e+02 -9.730383e+01
1 165     -1.675576e+02 8.412610e+01
1 166     1.737167e+02 -1.452581e+02
1 167     -8.542337e+01 -1.581111e+02
1 168     4.661838e+02 -1.828494e+02
1 169     -1.032349e+02 -1.870289e+02
1 170     -3.876137e+02 -1.439345e+02
1 171     -1.532743e+02 -2.471909e+02
1 172     2.305024e+02 -2.470607e+02
1 173     4.518151e+02 -2.630875e+02
1 174     3.731269e+02 -7.704025e+01
1 175     2.655287e+02 -1.302609e+01
1 176     -4.609274e+02 -2.262418e+01
1 177     3.688972e+02 -2.128455e+01
1 178     -2.004702e+02 -2.666394e+01
1 179     -1.460583e+02 -2.767047e+01
1 180     -6.640143e+01 -3.646509e+01
1 181     -7.131006e+01 -6.613644e+01
1 182     7.970795e+01 -7.586093e+01
1 183     3.100626e+02 -8.368182e+01
1 184     2.897482e+02 -8.826035e+01
1 185     4.068359e+01 -9.787720e+01
1 20     -3.458863e+02 -1.006785e+02
1 186     1.724384e+02 -1.031228e+02
1 187     -1.574368e+01 -1.095312e+02
1 188     5.764496e+01 -1.098393e+02
1 189     1.667050e+02 -1.231340e+02
1 190     -1.869768e+02 1.791070e+02
1 191     3.734641e+02 1.414594e+02
1 192     4.084471e+02 1.143692e+02
1 193     2.649753e+02 1.106174e+02
1 194     1.310615e+02 1.056450e+02
1 195     3.799988e+02 8.863388e+01
1 196     -3.606578e+02 -1.416718e+02
1 197     3.345817e+02 -2.104038e+02
1 198     -4.083002e+02 -1.818094e+02
1 199     -2.949397e+02 -1.741560e+02
1 200     4.804558e+02 -1.671787e+02
1 201     -3.030334e+02 -1.633966e+02
1 202     -1.581775e+02 -1.466893e+02
1 203     -4.873883e+02 -1.460821e+02
1 204     4.781488e+02 -1.440895e+02
1 205     -2.878034e+02 -1.413573e+02
1 206     1.760529e+02 8.326718e+01
1 207     4.057433e+02 -1.357922e+02
1 208     2.703325e+02 -5.854538e+01
1 209     2.654655e+02 -2.864850e+01
1 210     -2.181160e+02 -2.996396e+01
1 211     -3.732599e+02 -3.121417e+01
1 212     -2.847737e+02 -3.310709e+01
1 213     -3.576958e+02 -3.691849e+01
1 214     1.990724e+02 -3.823480e+01
1 215     -4.333906e+02 -5.053946e+01
1 216     2.910913e+02 -5.116077e+01
1 217     -1.797972e+02 -5.538373e+01
1 218     2.836151e+01 -1.259568e+02
1 219     1.588190e+02 -2.494955e+01
1 220     -3.927625e+02 -5.972040e+01
1 221     2.336865e+01 -1.092874e+02
1 222     1.735762e+02 -8.408966e+01
1 223     -3.849136e+02 -8.892838e+01
1 224     4.382080e+02 -8.997873e+01
1 50     -3.605677e+02 -9.106006e+01
1 225     3.244036e+02 -9.456168e+01
1 226     3.591348e+02 -9.308340e+01
1 227     2.144030e+02 -9.729401e+01
1 228     -3.199875e+02 9.742096e+00
1 229     4.566766e+02 6.604160e+01
1 230     1.223652e+02 5.738525e+01
1 231     -2.407790e+02 5.026691e+01
1 232     -7.577679e+01 3.764395e+01
1 233     3.276151e+02 -1.270761e+02
1 234     1.544999e+02 3.713266e+01
1 235     -1.159610e+02 3.365726e+01
1 236     -1.326381e+02 2.156946e+01
1 237     2.804301e+02 1.835788e+01
1 238     3.968311e+02 5.659882e+00
1 239     3.038263e+02 3.386536e+00
1 240     1.086130e+02 1.629639e-02
1 241     -3.567628e+02 -2.904297e+00
1 242     4.604219e+02 -1.957672e+00
1 243     -3.203214e+02 -3.945221e+00
1 41     -1.670435e+02 -1.244604e+01
1 244     1.737411e+02 -1.475418e+01
1 245     -3.930630e+02 -2.083652e+01
1 246     4.271323e+02 -2.067712e+01
1 247     -3.432586e+02 4.053857e+01
1 248     -1.554279e+02 -2.273120e+02
1 249     4.203046e+02 5.519986e+01
1 250     -1.585407e+02 -1.311628e+02
1 251     3.940546e+02 -4.824170e+01
1 252     2.688600e+02 -1.316184e+02
1 253     1.705501e+02 -4.496805e+01
1 254     -4.982897e+02 -2.510781e+02
1 255     3.522609e+02 -2.372413e+02
1 256     3.091949e+02 1.604812e+02
1 257     1.424064e+02 1.554209e+02
1 258     -2.214826e+02 1.446276e+02
1 259     1.568693e+02 1.267471e+02
1 260     1.336028e+02 1.236942e+02
1 261     2.321504e+02 1.111038e+02
1 262     3.980453e+02 1.099366e+02
1 263     -5.700095e+01 8.890826e+01
1 264     4.487831e+02 9.046449e+01
1 265     3.590985e+02 8.652756e+01
1 266     -1.225446e+02 4.926801e+01
1 267     -1.872895e+02 1.687026e+02
1 268     -4.457812e+02 -1.476559e+01
1 269     -1.143224e+02 2.250031e+00
1 270     -4.233331e+02 -1.553040e+00
1 271     3.375791e+02 -3.689117e+00
1 272     -2.410211e+02 -5.504852e+00
1 273     -4.350393e+02 -9.041016e+00
1 274     1.384977e+02 -1.067429e+01
1 275     1.862130e+02 1.533942e+01
1 276     -4.079064e+02 -1.371866e+01
1 277     4.942231e+02 -1.856067e+01
1 278     -4.007201e+02 -1.391970e+02
1 279     -3.462482e+02 -2.328546e+01
1 280     -8.317990e+01 3.731097e+01
1 281     3.375723e+02 8.361670e+01
1 282     3.526696e+02 7.569571e+01
1 283     2.967403e+02 7.207562e+01
1 284     2.177325e+02 6.286978e+01
1 285     2.284197e+02 5.895755e+01
1 286     4.695852e+02 4.205707e+01
1 287     -1.907939e+02 8.405219e+01
1 288     3.842637e+02 2.699875e+01
1 289     -3.256469e+02 2.224332e+01
1 290     9.955084e+01 2.146408e+01
1 291     4.615450e+02 2.153723e+01
1 292     -1.505113e+02 1.779993e+01
1 293     -1.989231e+02 1.563943e+01
1 294     -2.133872e+02 -1.004979e+02
1 295     -2.683842e+02 -6.851315e+01
1 296     -2.573978e+02 -7.049045e+01
1 297     9.395691e+00 -7.056351e+01
1 298     2.223311e+02 -7.075046e+01
1 299     -4.788647e+02 -7.168878e+01
1 300     -2.243877e+02 -7.257077e+01
1 301     -1.374446e+02 -7.251312e+01
1 302     3.931718e+02 -7.195175e+01
1 51     -3.341588e+02 -7.380185e+01
1 303     -4.776471e+01 -7.673715e+01
1 304     1.561119e+02 -1.093444e+02
1 305     -5.020057e+02 -1.253602e+02
1 306     4.787156e+02 -1.304775e+02
1 307     3.641228e+02 -1.340445e+02
1 308     1.545013e+01 -1.351467e+02
1 309     1.244001e+02 -1.378090e+02
1 310     -4.618711e+02 -1.394240e+02
1 311     -3.729844e+02 -1.396525e+02
1 312     -1.204087e+02 -2.322250e+01
1 313     -2.030829e+02 -1.460985e+02
1 314     3.960242e+02 -1.473506e+02
1 315     8.615399e+01 -1.495121e+02
1 316     -2.132897e+02 -5.420554e+01
1 39     -3.328287e+02 -3.371506e+01
1 317     7.340790e+01 -3.477206e+01
1 318     2.210856e+02 -3.527322e+01
1 319     -4.604863e+02 -3.810721e+01
1 320     -4.673672e+01 -3.939838e+01
1 321     1.556740e+02 -3.942151e+01
1 322     -3.805359e+02 -4.618448e+01
1 323     3.728533e+02 -4.847223e+01
1 324     1.563410e+02 -5.100409e+01
1 325     5.298083e+01 -5.098984e+01
1 23     -2.564449e+02 -5.441803e+01
1 326     -2.303705e+02 -5.406802e+01
1 327     -3.273867e+02 -1.406104e+02
1 37     -2.034848e+02 -5.482443e+01
1 328     3.064293e+02 -5.530386e+01
1 329     -4.223163e+02 -5.802682e+01
1 330     -4.119451e+02 -5.741132e+01
1 331     2.093941e+02 -6.280023e+01
1 332     2.340815e+02 -6.228775e+01
1 333     -4.412228e+02 -6.345227e+01
1 334     -3.469801e+02 -6.442163e+01
1 335     -1.886204e+02 -2.618670e+02
1 336     2.350930e+02 -1.504960e+02
1 337     1.195293e+02 -2.811705e+02
1 338     -3.055153e+02 -2.903572e+02
1 339     2.617987e+02 -2.860397e+01
1 340     -2.078211e+02 2.164542e+02
1 341     -1.491586e+02 -5.519247e+01
1 342     2.319586e+02 -2.800674e+01
1 55     -3.222212e+02 -6.594489e+01
1 343     -3.273136e+02 -1.894977e+02
1 344     -1.340098e+02 -1.521497e+02
1 345     2.892742e+02 -1.525677e+02
1 346     -3.776034e+02 -1.643703e+02
1 347     -3.274021e+02 -1.643322e+02
1 348     2.650822e+02 -1.637913e+02
1 349     -3.376126e+02 -1.689903e+02
1 350     -3.168680e+02 -1.828353e+02
1 351     -2.813162e+02 -1.838488e+02
1 352     -4.356198e+02 -1.928478e+02
1 353     -3.903865e+02 -2.034092e+02
1 354     4.465026e+02 -2.246698e+02
1 355     2.087838e+02 -2.117384e+02
1 356     -2.423369e+02 -7.098978e+01
2 357     4.057489e+01 2.086273e+01
2 358     1.471707e+02 -6.950989e+00
2 359     3.397003e+02 2.750544e+02
2 97     2.182319e+02 2.456614e+02
2 360     1.923492e+02 1.538853e+02
2 361     -8.776709e+01 -1.178742e+02
2 362     -1.688958e+02 -2.836200e+01
2 363     1.038304e+02 8.189450e+01
2 364     -1.753406e+02 3.198770e+01
2 365     -7.691229e+01 1.422610e+01
2 366     -1.706570e+02 4.110419e+01
2 367     3.806453e+02 1.682763e+02
2 368     3.429128e+02 1.897439e+02
2 369     2.136006e+02 1.934363e+02
2 370     2.799681e+02 3.116940e+02
2 371     1.357297e+02 -1.684717e+02
2 372     -1.636408e+02 -7.222824e+01
2 373     2.132177e+02 -3.513885e+00
2 374     2.966875e+02 5.435477e+01
2 375     1.651926e+02 5.443222e+01
2 376     -2.426613e+02 8.264648e+01
2 131     -3.101529e+02 1.135744e+02
2 377     4.587609e+02 1.207986e+02
2 378     -2.191604e+02 1.308702e+02
2 379     2.387630e+02 1.641578e+02
2 111     2.661128e+02 1.840086e+02
2 380     -4.382593e+02 -2.883101e+02
2 381     -7.648322e+01 -5.196341e+01
2 382     3.545253e+02 1.038622e+02
2 383     3.305287e+02 1.047132e+02
2 384     2.439362e+02 1.233580e+02
2 385     3.155359e+02 1.904390e+02
2 386     3.644617e+02 2.088803e+02
2 387     -2.788949e+02 -2.672606e+02
2 388     1.874343e+02 7.910880e+01
2 280     -1.793963e+02 7.261578e+01
2 389     -1.553101e+02 6.748868e+01
2 390     1.720012e+02 6.624310e+01
2 391     -1.648363e+02 5.432028e+01
2 392     -5.256964e+01 1.519946e+01
2 393     -1.693618e+02 -1.754883e+00
2 394     -2.055863e+02 -3.417023e+00
2 76     1.575161e+02 1.711035e+02
2 395     2.839408e+02 3.280559e+02
2 396     3.388513e+02 2.460107e+02
2 397     2.920582e+02 2.381531e+02
2 398     4.420144e+02 1.810074e+02
2 195     3.261217e+02 1.733530e+02
2 399     -2.383210e+02 1.364796e+02
2 400     2.293663e+02 1.064692e+02
2 401     -2.391688e+02 1.054966e+02
2 402     -8.603833e+01 1.005984e+02
2 403     -3.859188e+02 -3.130950e+02
2 404     -1.240553e+02 -4.823172e+01
2 405     -9.592923e+01 -6.021826e+01
2 406     -2.170355e+02 -1.578172e+02
2 407     3.051858e+02 2.974060e+02
2 408     3.918616e+02 2.064266e+02
2 281     2.676091e+02 1.634122e+02
2 409     2.864825e+02 1.565670e+02
2 410     1.081127e+02 1.313965e+02
2 411     -2.893415e+02 1.124829e+02
2 412     1.249114e+02 -2.869705e+01
2 413     -5.591989e+01 -3.301233e+01
2 414     2.218744e+02 -4.327570e+01
2 227     1.373535e+02 -5.526611e+01
2 415     4.858987e+02 6.296832e+01
2 416     1.300212e+02 1.102505e+02
2 417     -1.615241e+02 1.048844e+02
2 418     -2.161025e+02 7.964841e+01
2 419     -3.438319e+02 7.575311e+01
2 420     4.712297e+02 7.496805e+01
2 421     -2.825832e+02 4.328479e+01
2 422     -1.092712e+02 3.996841e+01
2 423     -1.834317e+02 5.738519e+01
2 424     -9.919522e+01 5.044711e+01
2 425     4.087322e+02 1.748569e+02
2 426     4.148302e+02 2.105881e+02
2 427     2.027175e+02 8.201660e+00
2 428     2.573854e+02 2.780636e+02
2 429     -2.105037e+02 -5.912201e+00
2 285     1.642461e+02 1.194003e+02
2 430     1.271160e+02 1.326010e+02
2 431     1.407812e+02 1.448755e+02
2 432     -1.143942e+02 1.132689e+02
2 433     2.115247e+02 1.106191e+02
2 434     3.133160e+02 1.072007e+02
2 435     2.798536e+02 2.788090e+02
2 436     2.642512e+02 1.511580e+02
2 437     -2.760976e+02 1.562575e+02
2 438     3.216345e+02 1.856197e+02
2 257     1.314561e+02 2.082564e+02
2 439     2.892389e+02 2.845963e+02
2 440     3.238557e+02 2.544078e+02
2 441     3.026523e+02 2.567854e+02
2 442     2.799055e+02 2.652218e+02
2 443     -1.653274e+02 1.192892e+01
2 444     4.040624e+02 1.857660e+01
2 318     1.445092e+02 1.544626e+01
2 445     -1.364114e+02 1.241656e+01
2 446     3.146830e+02 -3.775177e+00
2 447     2.679208e+02 -6.690002e+00
2 448     2.598339e+02 2.965914e+02
2 449     -2.541254e+02 1.045589e+02
2 271     2.173866e+02 6.384589e+01
2 450     -1.669652e+02 6.045581e+01
2 451     3.362991e+02 5.346881e+01
2 452     -4.140153e+02 -7.134320e+01
2 453     8.593500e+01 -1.419380e+02
2 454     -2.535733e+02 -2.083313e+01
2 298     1.463298e+02 -2.496194e+01
2 455     -2.753659e+02 -3.764120e+01
2 456     1.275882e+02 -6.119278e+01
2 457     3.623823e+02 1.612593e+02
2 458     -1.785668e+02 -1.812277e+01
2 459     -1.605681e+02 -1.881829e+02
2 460     -4.167925e+02 -2.186907e+02
2 461     -1.460142e+02 -4.278748e+00
2 462     1.884084e+02 -9.993439e+00
2 463     3.665908e+02 1.810818e+02
2 464     4.345424e+02 1.642849e+02
3 465     -2.942133e+02 1.533729e+02
3 466     -7.718433e+01 9.865005e+01
3 467     -4.484968e+02 -1.117567e+02
3 468     -2.192650e+02 1.343185e+02
3 469     -5.720454e+02 1.536475e+01
3 470     3.301603e+02 1.170167e+02
3 74     -4.061677e+02 1.302386e+02
3 471     6.440710e+01 1.140917e+02
3 472     1.893890e+02 1.153372e+02
3 473     -1.204323e+02 -1.856498e+02
3 474     -2.451545e+02 2.230368e+02
3 370     2.539672e+02 2.611087e+02
3 475     -4.122730e+02 4.745035e+01
3 95     1.710350e+02 3.181119e+01
3 476     5.167609e+01 -1.049913e+02
3 477     -2.593527e+02 -1.768811e+02
3 79     2.680512e+02 4.285516e+01
3 100     1.484549e+02 -1.134186e+02
3 478     3.734086e+02 -7.287311e+01
3 479     2.103384e+02 -7.859808e+01
3 480     -2.606133e+02 -6.215405e+01
3 481     -5.813273e+02 -4.320056e+01
3 123     4.337567e+01 -3.994415e+00
3 482     -2.027337e+02 6.659891e+01
3 483     -3.080926e+02 6.744116e+01
3 484     -5.734052e+02 7.523456e+01
3 247     -4.881333e+02 9.454871e+01
3 96     6.611908e+01 1.651699e+02
3 485     -2.186713e+02 -6.533685e+01
3 486     -3.554268e+02 -1.902267e+01
3 487     -2.011926e+01 -2.218057e+01
3 140     -3.272096e+02 -3.034955e+01
3 488     -5.337574e+02 -3.085809e+01
3 489     -1.606892e+02 -3.630048e+01
3 134     1.544102e+02 -3.998291e+01
3 490     -1.128735e+01 -4.507977e+01
3 491     2.997420e+02 -4.518280e+01
3 492     1.179519e+02 -4.805182e+01
3 145     -3.095212e+02 -6.137006e+01
3 493     5.384760e+01 -5.967456e+01
3 494     -1.718977e+02 -6.490070e+01
3 495     2.410123e+02 2.111439e+02
3 496     -2.498605e+02 1.448038e+01
3 497     2.102415e+02 3.419894e+01
3 498     -5.366451e+02 5.657672e+01
3 499     -2.789414e+02 5.925400e+01
3 500     -3.949649e+02 -1.925182e+02
3 137     2.237728e+02 -1.883058e+02
3 501     4.242390e+02 -6.967914e+01
3 502     -4.222450e+02 -1.886572e+02
3 503     -5.171184e+02 -1.790208e+02
3 504     -1.675093e+02 -1.550074e+02
3 505     -2.184242e+02 -1.306562e+02
3 506     -3.553352e+02 -1.243128e+02
3 507     -2.396943e+02 -9.986200e+01
3 508     -4.774584e+02 -9.763293e+01
3 509     4.431212e+02 -9.323907e+01
3 510     1.050667e+02 -8.369238e+01
3 511     4.253822e+02 -4.402203e+01
3 512     -1.582225e+02 3.290723e+01
3 240     1.562994e+01 2.730682e+01
3 211     -5.355372e+02 9.477661e+00
3 513     -2.076186e+02 8.329834e+00
3 175     2.199154e+02 7.905823e+00
3 514     3.661291e+02 -1.390930e+00
3 515     7.015747e+01 -1.567108e+01
3 516     2.747358e+02 -4.633557e+01
3 517     -4.791286e+02 -5.374402e+01
3 223     -5.186524e+02 -5.893671e+01
3 139     1.405834e+02 -6.637744e+01
3 518     -7.083380e+01 -6.822522e+01
3 519     3.104634e+02 -6.997943e+01
3 20     -4.592992e+02 -7.191388e+01
3 183     2.754345e+02 -7.168329e+01
3 520     8.610999e+01 -8.553998e+01
3 521     1.204396e+02 1.039565e+02
3 522     -3.990626e+02 1.276510e+02
3 10     -2.149607e+02 1.228319e+02
3 523     3.627051e+01 1.103993e+02
3 524     6.129565e+01 -4.425995e+02
3 525     -1.525682e+02 9.669916e+01
3 158     -3.805582e+02 7.087881e+01
3 526     7.763440e+01 6.846585e+01
3 527     -4.850691e+02 6.201941e+01
3 528     1.461151e+02 -1.012291e+02
3 529     -5.004084e+02 -4.628691e+02
3 530     -3.071517e+02 -1.592234e+02
3 531     -1.734203e+02 -1.073096e+02
3 532     9.819153e+01 -1.107383e+02
3 170     -5.217830e+02 -1.197579e+02
3 533     -4.988900e+02 -1.216281e+02
3 534     1.070364e+02 -1.362852e+02
3 535     1.476266e+02 -1.395406e+02
3 536     1.291797e+02 -1.508401e+02
3 537     3.490694e+02 -1.573278e+02
3 538     -2.131450e+02 -1.071143e+02
3 539     2.019684e+02 -2.121107e+02
3 540     6.280551e+02 -1.813818e+02
3 182     -3.618091e+01 -5.458154e+01
3 541     -4.754122e+02 -1.661444e+02
3 542     -2.871711e+02 -1.460873e+02
3 543     -1.813582e+02 1.839479e+02
3 544     3.446250e+02 4.256113e+01
3 545     6.039746e+01 8.679654e+01
3 153     2.799060e+02 7.394733e+01
3 546     2.432202e+02 7.128244e+01
3 547     3.606704e+02 7.118195e+01
3 152     7.770630e+01 9.338208e+01
3 548     9.630249e+00 9.154135e+01
3 419     -3.333679e+02 1.019341e+02
3 244     9.790869e+01 8.457733e+00
3 210     -2.879962e+02 7.068542e+00
3 549     -3.882604e+02 1.035202e+01
3 550     -5.852570e+02 9.520966e+00
3 551     5.945551e+01 1.116782e+01
3 552     -7.527344e+01 2.358249e+01
3 553     -3.485216e+02 2.625488e+01
3 245     -5.578147e+02 2.777444e+01
3 554     -5.536237e+01 4.247943e+01
3 128     -1.671686e+02 6.096091e+01
3 228     -4.378987e+02 6.042529e+01
3 340     -3.108082e+02 2.974897e+02
3 555     3.335540e+02 -2.038888e+02
3 556     -9.452466e+01 1.965936e+01
3 229     4.038422e+02 8.404825e+01
3 557     7.040497e+01 1.423695e+02
3 193     2.165769e+02 1.433158e+02
3 558     -3.623875e+02 1.016030e+02
3 559     -3.192922e+02 2.539579e+02
3 560     -2.729055e+02 -2.015156e+02
3 561     -5.112877e+02 -2.021826e+02
3 562     -9.260535e+01 -4.577720e+02
3 563     -6.012691e+02 -1.741732e+02
3 227     1.613093e+02 -8.430780e+01
3 564     -1.338769e+02 -8.132568e+01
3 565     2.474933e+02 -7.636127e+01
3 566     -3.321637e+02 -7.531317e+01
3 567     -4.366042e+02 -7.258740e+01
3 222     1.084282e+02 -7.111029e+01
3 568     -4.989033e+02 -6.825024e+01
3 569     9.217975e+01 -6.311975e+01
3 570     1.213970e+02 -5.280792e+01
3 208     2.256642e+02 -4.234131e+01
3 216     2.537050e+02 -3.602997e+01
3 571     -1.495060e+02 -1.439240e+02
3 572     2.980262e+02 -1.675305e+02
3 573     1.592157e+01 -1.689448e+02
3 198     -5.523005e+02 -1.654584e+02
3 574     -2.478534e+02 -1.605552e+02
3 201     -4.093744e+02 -1.464937e+02
3 346     -5.074219e+02 -1.462307e+02
3 219     8.426727e+01 -2.777985e+00
3 575     3.149182e+02 -1.299784e+02
3 576     -2.330581e+02 -1.316070e+02
3 307     3.306049e+02 -1.285704e+02
3 577     -3.481026e+02 -1.245359e+02
3 578     -4.800233e+02 -1.191224e+02
3 579     -1.086769e+02 -9.938184e+01
3 580     -2.294275e+02 2.539362e+01
3 581     -3.057086e+02 3.751071e+01
3 582     -1.973901e+01 4.199173e+01
3 583     3.631268e+01 4.360629e+01
3 584     2.038062e+01 8.092896e+01
3 585     2.443134e+02 2.608652e+01
3 285     1.760959e+02 8.748700e+01
3 586     9.374402e+01 8.685556e+01
3 587     -2.095974e+02 9.511392e+01
3 588     -4.089432e+02 9.713995e+01
3 589     3.433538e+02 1.092679e+02
3 590     1.553085e+02 6.411774e+00
3 322     -5.136975e+02 -8.697540e+00
3 591     -5.406090e+02 -7.663574e+00
3 592     -3.428888e+02 -7.487457e+00
3 593     -4.765880e+02 2.743530e+00
3 594     1.797176e+02 5.581757e+00
3 39     -4.442250e+02 6.117706e+00
3 595     2.620764e+02 6.599243e+00
