265 11247 50103
0 0     -7.996968e+01 4.194797e+01
0 123     1.566148e+02 -8.531174e+00
0 124     1.951273e+01 -1.185437e+01
0 125     -6.343761e+01 -1.256374e+01
0 126     1.617848e+02 -2.091434e+01
0 127     -7.006368e+01 -2.216426e+01
0 128     9.431012e+01 1.279971e+01
0 129     4.883513e+01 4.626290e+01
0 130     1.104921e+02 1.525562e+01
0 131     -1.471019e+02 2.744349e+01
0 132     -4.310011e+01 2.840816e+01
0 133     8.217706e+01 2.969688e+01
0 134     8.734802e+01 3.535474e+01
0 135     1.437726e+02 3.814484e+01
0 136     4.662619e+01 3.887581e+01
0 137     2.105568e+01 4.081329e+01
0 138     3.294092e+01 4.369810e+01
0 139     9.056360e+01 9.345598e+01
0 140     6.498810e+01 4.933479e+01
0 141     -1.292568e+02 5.201736e+01
0 142     -1.213101e+02 5.909329e+01
0 143     1.142834e+02 6.921889e+01
0 144     -4.960649e+01 7.275116e+01
0 145     1.238487e+01 7.518510e+01
0 146     1.198107e+02 7.698988e+01
0 147     -1.717453e+02 9.261124e+01
0 148     1.528637e+02 -6.002661e+01
0 149     1.631855e+02 -6.489230e+01
0 150     -8.132039e+01 -6.665965e+01
0 151     1.318116e+02 -6.744490e+01
0 152     4.986790e+01 -7.088829e+01
0 153     -8.253651e+01 -7.675940e+01
0 154     -1.268892e+02 -7.775175e+01
0 155     -1.598048e+02 -7.923692e+01
0 156     -1.347398e+02 -8.255383e+01
0 157     -5.540519e+01 -2.730606e+01
0 158     9.078705e+01 -9.691531e+01
0 159     -1.352838e+02 -1.022287e+02
0 160     -5.563591e+01 -1.147307e+02
0 161     7.523482e+01 9.917287e+01
0 162     6.038174e+01 8.653436e+01
0 163     1.213836e+02 7.072311e+01
0 164     -1.251736e+02 -5.880475e+01
0 165     1.287635e+02 -2.255270e+01
0 166     -1.148778e+02 -2.977736e+01
0 167     1.525804e+01 -3.031400e+01
0 168     5.636128e+01 -3.095096e+01
0 169     -1.221823e+02 -3.312508e+01
0 170     -1.737045e+02 -3.463297e+01
0 171     1.313034e+02 -3.445236e+01
0 172     -7.165303e+01 -3.720682e+01
0 173     -5.982288e+01 -6.537711e+01
0 174     -7.902784e+01 -3.864188e+01
0 175     -1.539207e+02 -3.901874e+01
0 176     -1.232480e+02 -4.045761e+01
0 177     -7.976823e+01 -4.771642e+01
0 178     6.353790e+00 -4.757397e+01
0 179     -1.503570e+02 -5.553014e+01
0 180     -1.243069e+02 -4.795253e+01
0 181     -1.557441e+02 -5.115825e+01
0 182     5.423349e+01 -6.081459e+01
0 183     -1.150922e+01 -7.116464e+01
0 184     6.813588e+01 -1.243626e+01
0 185     -1.605138e+02 5.432999e+00
0 186     -5.724037e+01 3.354562e+01
0 187     1.444244e+02 3.129021e+01
0 188     -5.501863e+01 2.580605e+01
0 189     1.446905e+02 2.258222e+01
0 190     -1.655437e+02 1.874655e+01
0 191     -1.718564e+02 1.646668e+01
0 192     -1.515341e+02 1.457636e+01
0 193     -1.069160e+02 1.454478e+01
0 194     1.627852e+02 1.142078e+01
0 195     -2.767404e+01 1.062440e+01
0 196     -5.253368e+01 6.688019e+00
0 197     -7.532147e+01 3.476861e+01
0 198     1.455931e+02 5.804291e+00
0 199     -4.522227e+01 -1.999176e+00
0 200     1.465594e+02 -2.544220e+00
0 201     -1.242603e+02 -7.005142e+00
0 202     -4.587297e+01 -1.008728e+01
0 203     -1.253367e+02 -1.655305e+01
0 204     1.242436e+02 -1.655577e+01
0 205     -1.138529e+02 -1.875179e+01
0 206     9.477194e+01 -1.909860e+01
0 207     8.335046e+01 5.453032e+01
0 208     7.621765e+01 1.104742e+02
0 209     1.210546e+02 1.047903e+02
0 210     7.297043e+00 9.683836e+01
0 211     1.234085e+00 9.086651e+01
0 212     5.370763e+01 8.495790e+01
0 213     -6.519727e+01 6.350968e+01
0 214     8.550037e+01 6.349120e+01
0 215     4.889882e+01 5.594804e+01
0 216     -1.011121e+02 -1.259150e+02
0 217     9.902802e+00 5.355361e+01
0 218     3.869514e+01 5.380202e+01
0 219     1.753089e+02 4.822500e+01
0 220     6.903534e+00 4.751185e+01
0 221     1.307131e+02 4.769218e+01
0 222     -1.220712e+02 4.643959e+01
0 223     -1.940979e+00 4.551819e+01
0 224     1.668318e+02 4.579022e+01
0 225     -2.898830e+01 4.479746e+01
0 226     -3.350301e+01 3.853506e+01
0 227     -4.759361e+01 3.536269e+01
0 228     -1.259748e+02 -8.819049e+01
0 229     6.713982e+01 -6.350285e+01
0 230     4.395189e+01 -6.641592e+01
0 231     -1.207140e+02 -6.897697e+01
0 232     3.589340e+00 -7.003914e+01
0 233     1.047230e+02 -7.023842e+01
0 234     1.105086e+02 -7.466536e+01
0 235     7.378212e+01 -7.685176e+01
0 236     -6.082571e+01 -8.209415e+01
0 237     -1.171863e+02 -8.267699e+01
0 238     -1.223008e+02 -8.371042e+01
0 239     9.475119e+01 -2.611160e+01
0 240     -4.956221e+01 -1.311187e+02
0 241     1.076254e+02 -9.150783e+01
0 242     -1.656456e+02 -9.549918e+01
0 243     6.498534e+01 -9.775067e+01
0 244     1.557887e+02 -1.004549e+02
0 245     -1.017964e+02 -1.045921e+02
0 246     7.880026e+01 -1.046212e+02
0 247     -7.268607e+01 -1.060210e+02
0 248     -1.417430e+02 -1.081336e+02
0 249     7.322559e+01 -1.085105e+02
0 250     -1.297560e+02 -4.404356e+01
0 251     -7.579529e+00 -3.138121e+01
0 252     -1.673764e+02 -3.330989e+01
0 253     1.272571e+02 -2.879576e+01
0 254     -5.655907e+01 -3.330544e+01
0 255     -1.336000e+02 -3.438693e+01
0 256     -1.289749e+02 -3.743781e+01
0 257     1.488219e+01 -3.823164e+01
0 258     -5.756823e+01 -4.137247e+01
0 259     -1.167769e+02 -4.269508e+01
0 260     9.607330e+01 -4.270390e+01
0 261     -1.754542e+02 -4.304169e+01
0 262     -8.361053e-01 -4.585413e+01
0 263     9.064407e+01 -4.640648e+01
0 264     -6.253983e+00 -5.001273e+01
0 265     -1.308129e+02 -5.183218e+01
0 266     1.377090e+02 -5.272949e+01
0 267     -4.241891e+01 -5.402060e+01
0 268     -1.612499e+02 -5.606343e+01
0 269     4.468971e+01 -5.896202e+01
0 270     -9.771980e+01 2.902161e+01
0 271     -1.314972e+02 -2.275392e+01
0 272     8.503949e+01 -1.499129e+01
0 273     -1.139235e+02 -5.779593e+01
0 274     -8.532410e+00 3.617865e+01
0 275     -7.489184e+01 7.201804e+01
0 276     8.578345e+01 1.173131e+02
0 277     -1.456463e+02 4.335983e+00
0 278     -1.454537e+02 1.970335e+01
0 279     1.911086e+01 -2.519547e+00
0 280     -9.249201e+01 2.987120e+01
0 281     -5.540484e+01 -1.625763e+00
0 282     -7.672933e+01 2.899949e+01
0 283     -1.025227e+02 2.796902e+01
0 284     -9.351346e+01 2.534626e+01
0 285     5.657196e+01 2.560126e+01
0 286     -3.962683e+01 -7.952271e-01
0 287     -1.004226e+02 2.366401e+01
0 288     4.344479e+01 2.336739e+01
0 289     -7.298458e+01 2.261245e+01
0 290     1.698942e+02 2.312570e+01
0 291     -2.108293e+01 3.278839e+00
0 292     -1.260104e+02 1.791454e+01
0 293     1.637617e+02 1.775484e+01
0 294     -1.310822e+02 1.656689e+01
0 295     1.256486e+02 1.523824e+01
0 296     -1.184517e+02 1.291727e+01
0 297     1.402392e+02 1.283506e+01
0 298     -1.237804e+02 1.217103e+01
0 299     -8.564217e+01 9.311066e-01
0 300     2.823694e+01 9.982544e+00
0 301     -1.462789e+02 9.004761e+00
0 302     2.455391e+01 2.035446e+00
0 303     -3.846579e+01 4.696808e+00
0 304     1.625224e+02 4.381851e+00
0 305     1.023449e+02 1.046396e+02
0 306     -3.970291e+01 6.108751e+01
0 307     -1.145553e+02 4.170188e+01
0 308     2.626585e+01 6.496933e+00
0 309     9.469727e+01 -5.475624e+01
0 310     -7.671202e+01 -9.701506e+01
0 311     1.036122e+02 1.257336e+02
0 312     9.889490e+01 1.238017e+02
0 313     1.072687e+02 1.234296e+02
0 314     9.009875e+01 1.221465e+02
0 315     1.056400e+02 1.091809e+02
0 316     3.741057e+01 1.069177e+02
0 317     8.195377e+01 1.057492e+02
0 318     -1.225906e+02 4.013409e+01
0 319     8.505045e+01 9.511118e+01
0 320     7.726172e+01 8.953741e+01
0 321     1.660982e+01 8.561616e+01
0 322     4.631477e+01 8.236022e+01
0 323     4.536865e+00 7.854502e+01
0 324     2.656766e+01 7.743860e+01
0 325     2.142458e+01 7.623905e+01
0 326     -5.458495e+01 7.279688e+01
0 327     -8.001740e+00 6.883656e+01
0 328     -1.035363e+02 6.378738e+01
0 329     -4.971436e+01 5.898199e+01
0 330     1.002164e+02 5.598506e+01
0 331     -3.460382e+01 4.332098e+01
0 332     -1.432820e+01 4.247121e+01
0 333     9.839294e+00 -7.887140e+01
0 334     -1.697829e+01 -6.675766e+01
0 335     -1.336528e+02 -6.876686e+01
0 336     8.535110e+01 -6.904004e+01
0 337     -1.718597e+00 -6.966631e+01
0 338     -1.379679e+02 -7.113899e+01
0 339     1.374179e+02 -7.084283e+01
0 340     -1.875037e+01 -7.133063e+01
0 341     -1.163928e+02 -7.242137e+01
0 342     -1.208334e+02 -7.466318e+01
0 343     -1.348509e+02 -7.673674e+01
0 344     -6.399139e+01 -7.791386e+01
0 345     1.967929e+01 -7.846808e+01
0 346     -6.879425e+00 -6.160437e+01
0 347     9.625928e+01 -7.966252e+01
0 348     1.101380e+02 -9.588148e+01
0 349     -8.402384e+01 -9.878377e+01
0 350     1.048680e+01 -9.965262e+01
0 351     -6.073473e+01 -1.024308e+02
0 352     2.270970e+01 -1.024577e+02
0 353     5.917929e+01 -1.176184e+02
0 354     6.468167e+01 -3.074158e+01
0 355     9.362863e+01 -3.884537e+00
0 356     2.355583e+01 -5.348221e+00
0 357     -1.025093e+02 -1.347562e+01
0 358     1.471272e+02 -1.739824e+01
0 359     -1.489921e+02 -1.941028e+01
0 360     -1.051702e+02 -2.126396e+01
0 361     -1.038666e+01 -2.266476e+01
0 362     -1.100284e+02 -2.313698e+01
0 363     8.339859e+00 -2.276222e+01
0 364     -1.940274e+01 -2.659332e+01
0 365     1.417543e+02 -2.746768e+01
0 366     7.025471e+01 -3.016377e+01
0 367     -1.581626e+02 -3.064536e+01
0 368     1.584121e+02 -3.035675e+00
0 369     1.417264e+02 -3.150194e+01
0 370     8.098618e+00 -3.193056e+01
0 371     1.627371e+02 -3.538466e+01
0 372     -3.237567e+01 -3.634515e+01
0 373     1.016558e+02 -3.812930e+01
0 374     -1.514680e+01 -3.957126e+01
0 375     -5.827133e+00 -4.007632e+01
0 376     9.943512e+00 -4.097133e+01
0 377     3.430237e+00 -4.842444e+01
0 378     -1.635638e+02 -5.032515e+01
0 379     1.547394e+02 -5.435596e+01
0 380     1.351050e+01 -5.842052e+01
0 381     -1.374100e+02 -5.967560e+01
0 382     -3.031313e+01 6.343514e+01
0 383     -7.012121e+01 6.549228e+01
0 384     -1.328419e+02 6.595447e+01
0 385     -1.672957e+01 6.716910e+01
0 386     -4.743575e+01 6.714964e+01
0 387     -8.414783e+01 6.974120e+01
0 388     -1.473651e+01 7.511311e+01
0 389     -5.200289e+01 7.511032e+01
0 390     9.167798e+01 6.361665e+01
0 391     5.099945e-01 7.726886e+01
0 392     -1.103481e+02 7.905040e+01
0 393     8.888031e+00 8.205685e+01
0 394     1.416949e+02 8.588779e+01
0 395     -2.992691e+00 8.586500e+01
0 396     8.206415e+01 9.049548e+01
0 397     1.410410e+02 9.589339e+01
0 398     8.350314e+01 9.988758e+01
0 399     -9.154435e+01 4.774154e+01
0 400     4.352010e+01 4.352583e+01
0 401     -9.591637e+01 4.322324e+01
0 402     9.163425e+01 4.421558e+01
0 403     -1.067506e+02 4.369787e+01
0 404     1.362487e+02 4.462185e+01
0 405     4.879068e+01 4.475285e+01
0 406     -9.149053e+01 4.454578e+01
0 407     -1.675161e+02 -7.604393e+01
0 408     8.727493e+01 1.003273e+02
0 409     6.575418e+01 4.803899e+01
0 410     -7.419758e+01 4.892943e+01
0 411     -7.019550e+01 5.316663e+01
0 412     -5.994232e+01 5.564966e+01
0 413     -1.109949e+02 5.763207e+01
0 414     -1.078776e+02 5.896669e+01
0 415     1.213470e+02 -7.859499e+01
0 416     1.350529e+02 1.192775e+02
0 417     1.225717e+02 1.214166e+02
0 418     1.176840e+02 1.309513e+02
0 419     -1.386130e+02 -7.976752e+01
0 420     7.244968e+01 -8.160989e+01
0 421     5.818250e+01 1.184354e+02
0 422     2.245396e+01 -8.261650e+01
0 423     -7.765789e+01 -8.278761e+01
0 424     7.041302e+01 -8.688252e+01
0 425     1.609515e+02 -8.835345e+01
0 426     -1.658175e+02 -9.115874e+01
0 427     -7.444421e+01 -9.115512e+01
0 428     -9.008333e+01 -9.138161e+01
0 429     3.552875e+01 1.120266e+02
0 430     9.088284e+01 1.020839e+02
0 431     3.289856e+01 1.022018e+02
0 432     4.210139e+01 1.046160e+02
0 433     1.085716e+02 1.054980e+02
0 434     -1.693958e+02 1.095182e+02
0 435     4.860820e+01 1.105063e+02
0 436     5.348566e+01 1.117028e+02
0 437     8.069400e+01 1.126159e+02
0 438     1.045349e+02 1.138133e+02
0 439     6.211549e+01 1.139916e+02
0 440     9.523871e+01 1.151039e+02
0 441     1.309898e+02 -7.834554e+01
0 442     1.148800e+02 -7.882443e+01
0 443     6.976526e+01 1.167642e+02
0 444     1.120157e+02 -2.987387e+01
0 445     -2.035934e+00 -2.995859e+01
0 446     3.296906e+00 -2.964932e+01
0 447     -1.498250e+02 -2.657483e+01
0 448     -6.627762e+01 -2.514302e+01
0 449     1.613458e+01 -2.405132e+01
0 450     6.675879e+01 -2.378494e+01
0 451     -3.900154e+01 -3.024869e+01
0 452     -1.721073e+02 -1.955292e+01
0 453     -1.656152e+02 -1.816295e+01
0 454     -1.601509e+02 -1.195990e+01
0 455     -1.292583e+02 -1.132726e+01
0 456     6.824236e+01 -1.102795e+01
0 457     -1.517177e+02 -1.054575e+01
0 458     7.328091e+01 -9.185303e+00
0 459     5.760106e+01 -5.558742e+01
0 460     7.912476e+01 -6.843883e+01
0 461     1.549069e+02 -6.456674e+01
0 462     1.001488e+02 -6.341515e+01
0 463     -4.259355e+01 -5.945901e+01
0 464     -1.533665e+02 -6.904105e+01
0 465     -5.307078e+01 3.318563e+01
0 466     3.154434e+01 -5.307718e+01
0 467     -1.615796e+02 -4.662865e+01
0 468     1.356671e+02 -4.596330e+01
0 469     1.227682e+02 -3.559116e+01
0 470     1.153494e+02 -3.220021e+01
0 471     -1.615928e+02 1.596743e+01
0 472     3.375568e+01 1.679863e+01
0 473     3.641490e+01 1.934289e+01
0 474     1.028288e+02 2.143224e+01
0 475     -5.347003e+01 2.137292e+01
0 476     -8.774102e+01 2.587361e+01
0 477     1.191892e+02 2.997089e+01
0 478     3.035025e+01 1.325536e+01
0 479     9.206998e+01 3.484528e+01
0 480     -1.308828e+02 3.708695e+01
0 481     1.187494e+02 3.957495e+01
0 482     1.631621e+02 4.101978e+01
0 138     3.214078e+01 4.156499e+01
0 483     3.878889e+01 -7.171254e+01
0 484     1.015991e+02 4.181082e+01
0 485     -1.279442e+02 6.166855e+00
0 486     -1.602194e+01 -8.063934e+00
0 487     1.500607e+02 -7.116364e+00
0 488     -1.046941e+02 -2.127075e+00
0 489     -9.643787e+01 -1.325897e+00
0 490     -1.175586e+01 1.570999e+00
0 491     -5.228711e+01 1.727356e+00
0 492     1.041046e+02 5.693878e+00
0 493     -1.257528e+02 -9.377068e+01
0 494     -9.308594e+00 -7.091136e+01
0 495     -7.872421e+01 6.509827e+00
0 496     9.332867e+01 6.876465e+00
0 497     1.291675e+02 7.975304e+00
0 498     1.065544e+02 7.979774e+00
0 499     8.545151e+00 1.012467e+01
0 500     9.259470e+01 -7.080997e+01
0 501     -1.788878e+01 -4.561031e+01
0 502     -5.025090e+01 3.965682e+01
0 503     -3.398697e+01 -5.857303e+01
0 504     -3.155838e+00 6.988347e+01
0 505     3.016263e+01 5.108552e+01
0 506     -7.251129e+01 6.181196e+01
0 507     5.993092e+01 -9.373578e+01
0 508     1.697963e+02 4.727097e+00
0 509     -7.275040e+01 8.026710e+01
0 510     -7.839203e+00 8.461052e+01
0 511     1.492958e+02 8.559471e+01
0 512     -1.283315e+02 -3.164154e+00
0 513     1.269128e+02 -5.327103e+00
0 514     9.209964e+01 2.546863e+01
0 515     -9.259573e+01 -1.247475e+02
0 516     -7.305905e+01 -9.858096e+01
0 517     -4.291937e+01 -1.047628e+02
0 518     9.444412e+01 -8.342644e+01
0 519     8.445819e+01 -9.790488e+01
0 520     -1.385688e+02 -9.804692e+01
0 521     -8.841526e+01 -9.544142e+01
0 522     -1.437074e+02 -9.789590e+01
0 523     -7.991380e+01 -1.052015e+02
0 524     6.961255e+01 -9.673567e+01
0 525     1.820831e+01 -1.050480e+02
0 526     4.734459e+01 -1.075271e+02
0 527     -2.391663e+00 9.806151e+01
1 528     9.805322e+01 -1.248955e+01
1 529     -2.437086e+02 -1.096229e+02
1 530     -1.246951e+02 -1.646998e+02
1 531     -2.790091e+02 9.191376e+00
1 532     8.598749e+01 1.632592e+02
1 393     3.395905e+00 1.350169e+02
1 522     -2.372518e+02 -1.833493e+02
1 533     -1.484788e+02 8.500081e+01
1 534     -4.600732e+01 1.202561e+02
1 24     -1.621102e+02 -1.108048e+02
1 535     1.125825e+02 -6.565909e+01
1 192     -2.553103e+02 2.273956e+00
1 47     -8.984991e+01 1.515413e+01
1 536     -4.737851e+01 2.532382e+01
1 537     -2.348709e+02 2.481119e+01
1 22     3.118015e+01 4.717186e+01
1 538     1.158557e+02 9.881882e+01
1 65     1.601841e+02 -1.035658e+02
1 539     -1.095215e+00 -2.469934e+01
1 25     -1.910493e+02 -8.542801e+00
1 540     -1.505128e+02 2.639587e+00
1 14     -3.360291e+00 3.958968e+01
1 45     8.516861e+01 6.295811e+01
1 541     1.983961e+02 -6.775842e+01
1 63     1.446387e+02 -1.251440e+02
1 32     1.960883e+02 -1.395859e+02
1 542     1.389436e+02 -1.634584e+02
1 543     -1.914852e+02 -1.589460e+02
1 544     -1.213443e+02 9.344193e+00
1 545     -8.223611e+01 9.756126e+01
1 546     1.021526e+02 4.489139e+01
1 79     1.443713e+01 2.448238e+01
1 547     -1.323281e+02 -1.288770e+01
1 55     -8.434396e+01 1.224441e+02
1 548     -6.900543e+00 1.705050e+02
1 549     1.272330e+02 2.161112e+02
1 550     -3.134651e+02 -2.089529e+02
1 551     -1.128067e+02 -1.337639e+02
1 37     1.225603e+02 -1.214079e+02
1 110     -1.862787e+02 -1.118096e+02
1 86     -1.377252e+02 -1.083853e+02
1 106     -1.848185e+02 -7.807349e+01
1 66     -1.775143e+02 -2.355893e+01
1 552     -1.383497e+02 -1.383302e+02
1 553     1.735828e+02 -1.246530e+02
1 177     -1.366254e+02 -8.996027e+01
1 554     9.235681e+01 -8.705548e+01
1 555     1.017434e+02 -7.804889e+01
1 556     4.584976e+01 -7.591251e+01
1 174     -1.354490e+02 -7.363855e+01
1 557     1.946671e+02 2.008687e+02
1 558     -7.552185e-01 1.549719e+02
1 559     -2.742882e+02 1.251974e+02
1 142     -2.081849e+02 8.232787e+01
1 67     -1.388959e+01 1.845963e+01
1 560     1.325800e+02 5.390457e+00
1 229     1.124680e+02 -1.056755e+02
1 154     -2.136279e+02 -1.453967e+02
1 561     -1.532849e+02 -1.581576e+02
1 562     -2.522558e+02 -1.787675e+02
1 563     -3.300104e+02 -1.862582e+02
1 564     -9.846970e+01 2.311311e+01
1 565     -1.694700e+02 1.329547e+01
1 566     1.408975e+02 1.240231e+02
1 567     1.286336e+02 9.441916e+01
1 568     9.025580e+01 9.998532e+01
1 569     1.025874e+02 1.032145e+02
1 570     1.083623e+02 1.153839e+02
1 140     1.011378e+02 8.612465e+01
1 145     1.108621e+01 1.232025e+02
1 163     1.990939e+02 1.293683e+02
1 571     1.751498e+01 1.663417e+02
1 572     -2.909866e+01 5.205634e+01
1 227     -8.728854e+01 5.083636e+01
1 573     -4.456787e-01 5.978276e+01
1 574     2.846522e+02 6.480579e+01
1 136     6.878970e+01 6.523711e+01
1 223     -1.147318e+01 7.267317e+01
1 575     1.129590e+02 7.954805e+01
1 576     7.254330e+01 7.875746e+01
1 81     1.395166e+02 8.547560e+01
1 577     -2.138804e+02 -1.289027e+02
1 164     -2.112564e+02 -1.134971e+02
1 578     -9.457312e+01 -1.077220e+02
1 579     -6.429657e+00 -9.954028e+01
1 180     -2.097733e+02 -9.556958e+01
1 116     -1.084258e+02 -2.074463e+00
1 580     -2.878847e+02 -8.943567e+01
1 581     2.378312e+02 -8.253238e+01
1 109     -1.129750e+02 -8.228879e+01
1 582     -2.082522e+02 -8.236050e+01
1 104     -1.124270e+02 -6.497876e+01
1 583     -1.118680e+02 -5.117133e+01
1 196     -9.307880e+01 3.909592e+00
1 584     -3.321535e+02 -1.707305e+02
1 585     -3.516792e+02 -1.232472e+01
1 120     -2.016294e+02 -2.673108e+01
1 137     2.742850e+01 6.652127e+01
1 586     2.182273e+02 -3.693912e+01
1 587     -1.826384e+02 -1.862540e+02
1 588     1.543331e+02 1.265989e+02
1 589     7.733832e+01 1.189656e+02
1 590     1.590344e+02 1.177716e+02
1 214     1.344760e+02 1.119363e+02
1 329     -8.961581e+01 9.125359e+01
1 218     5.685019e+01 9.098448e+01
1 103     -1.467263e+02 -6.875162e+01
1 282     -1.349715e+02 3.726105e+01
1 186     -1.038049e+02 4.622046e+01
1 362     -1.869081e+02 -5.303378e+01
1 226     -6.381787e+01 5.739238e+01
1 591     -2.288008e+02 -1.030275e+02
1 592     -4.797815e+01 6.199655e+01
1 593     1.237711e+01 6.392902e+01
1 332     -3.294147e+01 6.628116e+01
1 225     -5.631436e+01 6.780432e+01
1 594     -1.437239e+02 2.160204e+01
1 278     -2.470261e+02 1.256514e+01
1 289     -1.301861e+02 2.503151e+01
1 595     -1.205758e+02 2.745259e+01
1 284     -1.624801e+02 2.942026e+01
1 596     4.147696e+01 3.216078e+01
1 188     -9.821561e+01 3.345941e+01
1 215     7.276190e+01 9.493488e+01
1 144     -9.296887e+01 1.106003e+02
1 597     1.730833e+02 1.313840e+02
1 265     -2.205992e+02 -1.030134e+02
1 220     2.521973e+00 7.642526e+01
1 598     -4.355042e+00 8.344463e+01
1 412     -1.109675e+02 8.332552e+01
1 599     1.921996e+02 -1.189649e+02
1 600     -3.188065e+01 8.617867e+01
1 601     -1.543956e+02 8.776933e+01
1 602     -1.761305e+02 -1.446168e+02
